MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Extinction,(2018),"
Action, Drama, Sci-Fi            ",5.8,"
A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe from harm.","
    Director:
Ben Young
| 
    Stars:
Michael Peña, 
Lizzy Caplan, 
Amelia Crouch, 
Erica Tremblay
","49,162",95.0,
Security,(2021),"
Thriller            ",4.9,"
A winter's tale in which an incident disrupts the lives of its characters and changes them forever. When the fear lives inside homes and people, what is the price of security?","
    Director:
Peter Chelsom
| 
    Stars:
Marco D'Amore, 
Maya Sansa, 
Silvio Muccino, 
Valeria Bilello
","1,272",118.0,
Malevolent,(III) (2018),"
Horror, Mystery, Thriller            ",4.8,"
A team of scam artists get more than they bargained for when a job at a haunted country estate gets out of hand.","
    Director:
Olaf de Fleur Johannesson
| 
    Stars:
Florence Pugh, 
Ben Lloyd-Hughes, 
Scott Chambers, 
Georgina Bevan
","11,672",89.0,
Acts of Violence,(2018),"
Action, Crime            ",5.3,"
At a bachelorette party in a nightclub, the bride tells 2 guys offering blow to go away. They abduct her. The groom's 2 big brothers looked after their kid brother as kids and do so now again as veterans, ""looking"" for her and the 2 guys.","
    Director:
Brett Donowho
| 
    Stars:
Bruce Willis, 
Cole Hauser, 
Shawn Ashmore, 
Ashton Holmes
","11,683",86.0,
The Kissing Booth 2,(2020),"
Comedy, Romance            ",5.8,"
In the sequel to 2018's THE KISSING BOOTH, high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.","
    Director:
Vince Marcello
| 
    Stars:
Joey King, 
Joel Courtney, 
Jacob Elordi, 
Molly Ringwald
","24,006",134.0,
Noah,(2014),"
Action, Adventure, Drama            ",5.7,"
Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.","
    Director:
Darren Aronofsky
| 
    Stars:
Russell Crowe, 
Jennifer Connelly, 
Anthony Hopkins, 
Emma Watson
","247,033",138.0,$101.20M
Trouble,(I) (2019),"
Animation, Adventure, Comedy            ",5.9,"
A pampered dog named Trouble must learn to live in the real world, while trying to escape from his former owner's greedy children.","
    Director:
Kevin Johnson
| 
    Stars:
Big Sean, 
Pamela Adlon, 
Lucy Hale, 
Marissa Jaret Winokur
","2,729",87.0,
SAS: Red Notice,(2021),"
Action, Thriller            ",4.9,"
A small army of well trained criminals led by Grace Lewis have hijacked a train deep beneath the English Channel.","
    Director:
Magnus Martens
| 
    Stars:
Sam Heughan, 
Ruby Rose, 
Andy Serkis, 
Hannah John-Kamen
","6,563",124.0,
MILF,(2018),"
Comedy            ",4.7,"
Three best friends in their forties start a relationship with younger men while on vacation.","
    Director:
Axelle Laffont
| 
    Stars:
Marie-Josée Croze, 
Virginie Ledoyen, 
Axelle Laffont, 
Waël Sersoub
","5,187",101.0,
Conan the Barbarian,(2011),"
Action, Adventure, Fantasy            ",5.2,"
A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.","
    Director:
Marcus Nispel
| 
    Stars:
Jason Momoa, 
Ron Perlman, 
Rose McGowan, 
Stephen Lang
","96,638",113.0,$21.30M
The Cloverfield Paradox,(2018),"
Action, Horror, Sci-Fi            ",5.5,"
Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality.","
    Director:
Julius Onah
| 
    Stars:
Gugu Mbatha-Raw, 
David Oyelowo, 
Daniel Brühl, 
John Ortiz
","98,742",102.0,
2067,(2020),"
Sci-Fi            ",4.9,"
One man's journey to the future to save a dying world.","
    Director:
Seth Larney
| 
    Stars:
Aaron Glenane, 
Kodi Smit-McPhee, 
Ryan Kwanten, 
Finn Little
","6,977",114.0,
Eli,(I) (2019),"
Drama, Horror, Mystery            ",5.7,"
A boy receiving treatment for his auto-immune disorder discovers that the house he's living in isn't as safe as he thought.","
    Director:
Ciarán Foy
| 
    Stars:
Charlie Shotwell, 
Kelly Reilly, 
Max Martini, 
Lili Taylor
","31,499",98.0,
Mechanic: Resurrection,(2016),"
Action, Adventure, Crime            ",5.7,"
Bishop's most formidable foe kidnaps the love of his life in order to make him complete three impossible assassinations and make them look like accidents.","
    Director:
Dennis Gansel
| 
    Stars:
Jason Statham, 
Jessica Alba, 
Tommy Lee Jones, 
Michelle Yeoh
","79,668",98.0,$21.22M
The Prom,(2020),"
Comedy, Drama, Musical            ",5.9,"
A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high school girl who wants to take her girlfriend to the prom.","
    Director:
Ryan Murphy
| 
    Stars:
Meryl Streep, 
James Corden, 
Nicole Kidman, 
Kerry Washington
","24,451",130.0,
In the Tall Grass,(2019),"
Horror, Mystery, Sci-Fi            ",5.4,"
After hearing a young boy's cry for help, a sister and brother venture into a vast field of tall grass in Kansas but soon discover there may be no way out...and that something evil lurks within.","
    Director:
Vincenzo Natali
| 
    Stars:
Laysla De Oliveira, 
Avery Whitted, 
Patrick Wilson, 
Will Buie Jr.
","50,124",101.0,
Scary Movie 5,(2013),"
Comedy            ",3.8000000000000007,"
A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.","
    Directors:
Malcolm D. Lee, 
David Zucker
| 
    Stars:
Simon Rex, 
Ashley Tisdale, 
Charlie Sheen, 
Lindsay Lohan
","67,762",88.0,$32.02M
The War of the Worlds,(2019),"
Drama, Sci-Fi            ",5.1,"
In London during the Edwardian era, George and Amy's attempt to start a life together is interrupted by a Martian invasion of Earth.","
            
    Stars:
Eleanor Tomlinson, 
Rafe Spall, 
Robert Carlyle, 
Rupert Graves
","8,131",48.0,
The Thundermans,(2013–2018),"
Action, Comedy, Drama            ",5.8,"
These siblings with superpowers might be twins, but they are very different indeed.","
            
    Stars:
Kira Kosarin, 
Jack Griffo, 
Addison Riecke, 
Diego Velazquez
","4,055",23.0,
Kill Me Three Times,(2014),"
Action, Comedy, Crime            ",5.9,"
Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.","
    Director:
Kriv Stenders
| 
    Stars:
Simon Pegg, 
Teresa Palmer, 
Alice Braga, 
Luke Hemsworth
","22,359",90.0,$0.02M
Killers,(2010),"
Action, Comedy, Romance            ",5.5,"
A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple.","
    Director:
Robert Luketic
| 
    Stars:
Katherine Heigl, 
Ashton Kutcher, 
Tom Selleck, 
Catherine O'Hara
","89,080",100.0,$47.06M
Teen Titans Go!,(2013– ),"
Animation, Action, Adventure            ",5.4,"
Superhero roommates Robin, Cyborg, Starfire, Raven and Beast Boy love saving the day, but what happens when they're done fighting crime?","
            
    Stars:
Scott Menville, 
Greg Cipes, 
Khary Payton, 
Hynden Walch
","18,481",10.0,
The I-Land,(2019),"
Adventure, Drama, Mystery            ",4.6,"
When ten people wake up on a treacherous island with no memory of who they are and how they got there, they set off on a trek to try to get back home, only to discover the world is not as it seems.","
            
    Stars:
Natalie Martinez, 
Kate Bosworth, 
Ronald Peet, 
Sibylla Deen
","15,743",281.0,
Terrifier,(2016),"
Horror, Thriller            ",5.7,"
On Halloween night, Tara Heyes finds herself as the obsession of a sadistic murderer known as Art the Clown.","
    Director:
Damien Leone
| 
    Stars:
Jenna Kanell, 
Samantha Scaffidi, 
David Howard Thornton, 
Catherine Corcoran
","15,459",82.0,
The Mist,(2017),"
Drama, Horror, Mystery            ",5.4,"
After an eerie mist rolls into a small town, the residents must battle the mysterious mist and its threats, fighting to maintain their morality and sanity.","
            
    Stars:
Morgan Spector, 
Alyssa Sutherland, 
Gus Birney, 
Danica Curcic
","23,195",42.0,
Sharknado,(2013 TV Movie),"
Action, Adventure, Comedy            ",3.8000000000000007,"
When a freak hurricane swamps Los Angeles, nature's deadliest killer rules sea, land, and air as thousands of sharks terrorize the waterlogged populace.","
    Director:
Anthony C. Ferrante
| 
    Stars:
Ian Ziering, 
Tara Reid, 
John Heard, 
Cassandra Scerbo
","47,705",86.0,
Elize Matsunaga: Era Uma Vez Um Crime,(2021),"
Documentary, Biography, Crime            ",5.8,"
The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.","
            
    Stars:
José Carlos Cosenzo, 
Luiz Flávio D'Urso, 
Mauro Dias, 
Osvaldo Luiz Figueira
","1,241",197.0,
The War Next-Door,(2021– ),"
Comedy            ",5.8,"
After an incident in which Leonor, poor in cash but rich in love, is able to walk away with the tickets for the raffle of a house, her and her family’s life will turn around when she unexpectedly wins.","
            
    Stars:
Olivia Castanho, 
Daniel Hall, 
Allegra Levy, 
Sarah Nichols
",228,,
The Do-Over,(2016),"
Action, Adventure, Comedy            ",5.7,"
Two down-on-their-luck guys decide to fake their own deaths and start over with new identities, only to find the people they're pretending to be are in even deeper trouble.","
    Director:
Steven Brill
| 
    Stars:
Adam Sandler, 
David Spade, 
Paula Patton, 
Kathryn Hahn
","42,672",108.0,
Doom,(2005),"
Action, Horror, Sci-Fi            ",5.2,"
Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.","
    Director:
Andrzej Bartkowiak
| 
    Stars:
Karl Urban, 
Rosamund Pike, 
Dwayne Johnson, 
Deobia Oparei
","110,028",105.0,$28.21M
How It Ends,(2018),"
Action, Adventure, Drama            ",5.0,"
In the midst of an apocalypse, a man struggles to reach his pregnant wife, who is thousands of miles away.","
    Director:
David M. Rosenthal
| 
    Stars:
Theo James, 
Kat Graham, 
Nancy Sorel, 
Nicole Ari Parker
","46,842",113.0,
Deadly Illusions,(2021),"
Drama, Thriller            ",3.8000000000000007,"
After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur.","
    Director:
Anna Elizabeth James
| 
    Stars:
Dermot Mulroney, 
Kristin Davis, 
Shanola Hampton, 
Greer Grammer
","10,519",114.0,
Pan,(2015),"
Adventure, Comedy, Family            ",5.7,"
Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be for ever known as Peter Pan.","
    Director:
Joe Wright
| 
    Stars:
Levi Miller, 
Hugh Jackman, 
Garrett Hedlund, 
Rooney Mara
","61,772",111.0,$35.09M
The Package,(II) (2018),"
Comedy, Thriller            ",5.5,"
When a group of teenage friends go on a spring break camping trip, an unfortunate accident sets off a race against time to save their friend's most prized possession.","
    Director:
Jake Szymanski
| 
    Stars:
Daniel Doheny, 
Geraldine Viswanathan, 
Sadie Calvano, 
Luke Spencer Roberts
","15,474",94.0,
Cocomelon,(2019– ),"
Animation, Comedy, Family            ",4.5,"
In the town of Cocomelon, baby JJ and his siblings go on fun every-day adventures with nursery, play, exploration, and learning - situations that any preschooler could relate to. Fun, relatable stories set to toe-tapping songs.","
            
    Stars:
Hannah An, 
Alice Cho, 
Ava Madison Gray, 
Kristen Princiotta
",273,,
Mute,(II) (2018),"
Mystery, Sci-Fi, Thriller            ",5.5,"
A mute bartender goes up against his city's gangsters in an effort to find out what happened to his missing partner.","
    Director:
Duncan Jones
| 
    Stars:
Alexander Skarsgård, 
Paul Rudd, 
Justin Theroux, 
Levi Eisenblätter
","32,496",126.0,
The Day the Earth Stood Still,(2008),"
Drama, Sci-Fi, Thriller            ",5.5,"
A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.","
    Director:
Scott Derrickson
| 
    Stars:
Keanu Reeves, 
Jennifer Connelly, 
Kathy Bates, 
Jaden Smith
","165,900",104.0,$79.37M
Ridley Jones,(2021– ),"
Animation, Adventure, Comedy            ",4.8,"
Curious kid Ridley and her friends protect the Museum of Natural History's treasures and keep its magical secret safe: Everything comes alive at night.","
            
    Stars:
David Errigo Jr., 
Sutton Foster, 
Ashlyn Madden, 
Ezra Menas
",108,27.0,
The Adventures of Sharkboy and Lavagirl 3-D,(2005),"
Action, Adventure, Comedy            ",3.8000000000000007,"
A young boy is recruited by his imaginary friends Sharkboy and Lavagirl to help save their planet.","
    Director:
Robert Rodriguez
| 
    Stars:
Cayden Boyd, 
George Lopez, 
Kristin Davis, 
David Arquette
","34,853",93.0,$39.18M
The Last Thing He Wanted,(2020),"
Crime, Drama, Thriller            ",4.3,"
A veteran D.C. journalist loses the thread of her own narrative when a guilt-propelled errand for her father thrusts her from byline to unwitting subject in the very story she's trying to break. Adapted from Joan Didion's namesake novel.","
    Director:
Dee Rees
| 
    Stars:
Anne Hathaway, 
Ben Affleck, 
Rosie Perez, 
Willem Dafoe
","13,680",115.0,
The Sleepover,(2020),"
Action, Adventure, Comedy            ",5.6,"
When two siblings discover their seemingly normal mom is a former thief in witness protection who has been forced to pull one last job, they team up to rescue her over the course of an action-packed night.","
    Director:
Trish Sie
| 
    Stars:
Sadie Stanley, 
Maxwell Simkins, 
Cree Cicchino, 
Lucas Jaye
","9,040",100.0,
The Human Centipede II (Full Sequence),(2011),"
Horror            ",3.8000000000000007,"
Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.","
    Director:
Tom Six
| 
    Stars:
Laurence R. Harvey, 
Ashlynn Yennie, 
Maddi Black, 
Kandace Caine
","36,912",91.0,$0.12M
Sightless,(2020),"
Drama, Thriller            ",5.5,"
After an attack renders her blind, Ellen Ashland withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.","
    Director:
Cooper Karl
| 
    Stars:
Madelaine Petsch, 
Alexander Koch, 
Deniz Akdeniz, 
Matthew Yang King
","6,552",89.0,
Tiny Pretty Things,(2020– ),"
Drama, Mystery, Thriller            ",5.9,"
Follows the world of an elite ballet academy, and charts the rise and fall of young adults who live far from their homes, each standing on the verge of greatness or ruin.","
            
    Stars:
Kylie Jefferson, 
Lauren Holly, 
Casimere Jollette, 
Brennan Clost
","8,033",60.0,
